mfcc_mean,mfcc_std,annotator_emo
"[-412.2144775390625, 116.97830200195312, 6.025648593902588, 29.353403091430664, -3.826514959335327, 6.039525032043457, -1.915529489517212, 15.610072135925293, -2.1891276836395264, -0.12958234548568726, 2.3479349613189697, -0.4485017657279968, 4.765183448791504, 2.8827483654022217, 4.716541767120361, -0.8552061915397644, 8.500516891479492, -3.2495925426483154, -0.1272805631160736, -0.3753983974456787]","[92.08464050292969, 42.94064712524414, 27.50290298461914, 22.05190658569336, 21.133390426635742, 16.66065216064453, 21.447282791137695, 11.664115905761719, 14.454206466674805, 10.52826976776123, 9.192091941833496, 8.467119216918945, 9.176121711730957, 7.641631603240967, 6.490779399871826, 7.203133583068848, 6.466248512268066, 8.356549263000488, 6.443259239196777, 6.421072006225586]",neutral
"[-354.3707275390625, 129.02886962890625, -27.68830680847168, 24.123157501220703, -8.431519508361816, 9.252403259277344, -4.390140533447266, 5.695065975189209, 0.4687865674495697, -2.2298805713653564, 1.7383954524993896, -3.8412251472473145, -1.7408347129821777, -5.20405912399292, 5.319956302642822, -3.385127544403076, 0.6955351829528809, -2.8118302822113037, -5.565078258514404, -0.6287540197372437]","[45.400691986083984, 26.880952835083008, 18.797691345214844, 20.268009185791016, 14.266851425170898, 13.245877265930176, 10.59387493133545, 7.475711822509766, 9.408404350280762, 8.370392799377441, 7.5922651290893555, 7.803112506866455, 9.549235343933105, 6.013360977172852, 5.3048810958862305, 10.458462715148926, 5.482210636138916, 6.487375259399414, 6.881274700164795, 5.846254825592041]",sad
"[-472.2508544921875, 104.46910095214844, 6.9733710289001465, 22.490819931030273, -12.24857234954834, 14.098823547363281, -17.012928009033203, -5.227233409881592, -10.481240272521973, -3.2797231674194336, -9.605057716369629, -2.192145347595215, 2.7808263301849365, -15.95083999633789, -1.6750714778900146, -10.26045036315918, -3.3183557987213135, -12.38558578491211, -5.196148872375488, -4.081549644470215]","[112.70697021484375, 36.69711685180664, 33.470943450927734, 17.766422271728516, 20.987022399902344, 14.661816596984863, 17.41604995727539, 11.036510467529297, 11.796031951904297, 7.96780252456665, 8.267193794250488, 6.496793746948242, 7.286558151245117, 6.9513258934021, 8.156965255737305, 6.697028160095215, 4.456559181213379, 6.380138397216797, 5.686964511871338, 5.055941581726074]",angry
"[-394.3531494140625, 113.40363311767578, 5.335563659667969, 37.86860275268555, -4.083561420440674, -4.568940162658691, -6.834882736206055, -4.619125843048096, -4.890124797821045, -5.945444107055664, -1.5174654722213745, -4.351722240447998, -0.4582724869251251, 3.6286492347717285, 0.43347299098968506, -6.0029296875, -1.6530932188034058, -5.208552837371826, -3.4362075328826904, -3.3152952194213867]","[114.79241943359375, 55.947174072265625, 30.295217514038086, 37.20942306518555, 21.491899490356445, 20.044189453125, 17.7069034576416, 15.398756980895996, 13.371088981628418, 16.614124298095703, 12.313338279724121, 12.355890274047852, 12.16684627532959, 6.697999000549316, 6.2438812255859375, 9.280950546264648, 7.7869367599487305, 5.203769207000732, 5.5187273025512695, 5.920798301696777]",neutral
"[-429.91522216796875, 115.29724884033203, 7.639520645141602, 57.24599075317383, -19.996318817138672, 22.750961303710938, -18.115510940551758, -0.7177860736846924, -1.157028079032898, 1.4037350416183472, -0.2014266848564148, -4.044389724731445, 2.4484376907348633, -9.29731559753418, 0.7239951491355896, -10.257057189941406, 2.807190179824829, -4.09005880355835, 3.6303882598876953, -2.296980381011963]","[46.35565948486328, 29.41685676574707, 14.829597473144531, 16.99272918701172, 16.510086059570312, 9.753190040588379, 12.14285659790039, 10.602075576782227, 9.546287536621094, 7.2739996910095215, 6.783934593200684, 5.1525044441223145, 4.871455192565918, 4.100298881530762, 5.069222927093506, 5.408752918243408, 4.772418022155762, 4.695774078369141, 4.8888068199157715, 5.110628128051758]",neutral
"[-478.4834289550781, 53.518524169921875, 23.774709701538086, 35.45488357543945, -5.696344375610352, 26.354944229125977, -20.67060089111328, 9.68265151977539, -10.978821754455566, 3.0046863555908203, 5.356302261352539, -4.657205581665039, 7.732326507568359, -9.090726852416992, 8.044795036315918, -3.3011112213134766, 6.490551471710205, 2.6420204639434814, 1.996533751487732, 4.739115238189697]","[134.92396545410156, 33.88962936401367, 18.978185653686523, 31.200529098510742, 20.366317749023438, 12.954584121704102, 18.48894500732422, 10.261415481567383, 15.529634475708008, 9.022124290466309, 8.529576301574707, 8.165328025817871, 5.4476189613342285, 10.076297760009766, 6.628025054931641, 9.733710289001465, 4.68706750869751, 6.202997207641602, 6.255781650543213, 7.368521690368652]",sad
"[-569.5248413085938, 102.28538513183594, 44.247135162353516, 3.8447072505950928, -16.375141143798828, 20.59296989440918, -15.575226783752441, 2.887770175933838, -16.60105323791504, 5.315166473388672, -7.518669605255127, -3.395594358444214, -1.2670657634735107, -7.5824761390686035, 8.556119918823242, -8.406599044799805, 4.215113639831543, -5.896472454071045, 3.291325330734253, -0.4009034335613251]","[78.4337387084961, 53.77290725708008, 18.630468368530273, 22.475181579589844, 20.599931716918945, 14.374346733093262, 15.423852920532227, 13.887544631958008, 14.44408893585205, 10.486363410949707, 16.2581787109375, 9.963194847106934, 10.551912307739258, 10.42611026763916, 7.669723033905029, 10.047650337219238, 7.986204147338867, 8.068997383117676, 6.575342655181885, 8.980791091918945]",sad
"[-559.0513305664062, 84.36138153076172, -2.505908727645874, 44.99391555786133, -16.81862449645996, 29.601102828979492, -9.489285469055176, 12.525964736938477, -6.958597660064697, 1.3033603429794312, 3.581048011779785, -2.4913699626922607, 4.021291255950928, -7.260445594787598, 8.090700149536133, -7.9967803955078125, 4.973597049713135, -4.818170070648193, 1.3993730545043945, -2.2818877696990967]","[77.2265853881836, 36.40111541748047, 18.040395736694336, 20.83666229248047, 20.797222137451172, 9.343307495117188, 10.252175331115723, 12.79680347442627, 10.290031433105469, 9.74379825592041, 6.316253185272217, 5.581365585327148, 7.923879146575928, 7.621265411376953, 4.94635534286499, 6.9971160888671875, 5.868209362030029, 6.903063774108887, 5.983304977416992, 6.817229270935059]",neutral
"[-361.1263122558594, 109.12800598144531, -2.484220027923584, 30.83186149597168, -6.6918816566467285, 8.505664825439453, -4.962821006774902, -12.228837966918945, -0.9649195075035095, -4.510523319244385, -5.299578666687012, -3.9182803630828857, -5.9910383224487305, -2.3248870372772217, -1.105191707611084, -6.715028285980225, 0.8266192078590393, -2.1621432304382324, 0.6592215299606323, 0.7910369634628296]","[89.21336364746094, 30.859115600585938, 29.351415634155273, 24.90116310119629, 17.997577667236328, 13.068923950195312, 11.983707427978516, 14.16718864440918, 10.751753807067871, 10.436126708984375, 8.030437469482422, 5.935249328613281, 11.426712989807129, 5.048480987548828, 7.349210262298584, 9.495341300964355, 5.512511730194092, 6.041855335235596, 6.450997829437256, 5.78433084487915]",positive
"[-343.01068115234375, 134.5698699951172, -17.3896541595459, 10.281298637390137, 1.8419911861419678, 3.4648165702819824, -5.9075446128845215, 2.6164510250091553, 6.296786785125732, -2.9204373359680176, -3.931065559387207, -1.8014107942581177, -3.6883556842803955, -4.886817932128906, 2.464369535446167, -3.3352701663970947, -2.5425355434417725, -3.8448164463043213, -3.902745246887207, -1.2313953638076782]","[60.397247314453125, 44.281219482421875, 22.704133987426758, 22.43009376525879, 21.6331787109375, 16.432281494140625, 14.360567092895508, 13.428742408752441, 11.040016174316406, 7.865998268127441, 7.3544392585754395, 9.358489990234375, 8.947742462158203, 8.853864669799805, 5.9386138916015625, 9.191574096679688, 6.85842752456665, 7.350773334503174, 5.00809383392334, 5.450205326080322]",sad
"[-461.7265625, 93.65043640136719, 12.786389350891113, 13.408316612243652, -11.381003379821777, 9.044527053833008, -18.314075469970703, 1.414530634880066, -11.5013427734375, 0.031413733959198, -12.16493034362793, -5.0314178466796875, -1.258678674697876, -12.585748672485352, 8.033524513244629, -9.40442180633545, 6.080643177032471, -3.7520508766174316, -1.727217197418213, -0.3169023394584656]","[76.77383422851562, 44.61815643310547, 17.52056312561035, 21.314767837524414, 16.78353500366211, 13.185368537902832, 20.622726440429688, 12.572569847106934, 14.379042625427246, 13.309318542480469, 9.44672679901123, 7.348384380340576, 7.911539554595947, 7.337880611419678, 8.073107719421387, 8.184213638305664, 8.685408592224121, 7.007119655609131, 6.111506938934326, 5.289564609527588]",sad
"[-535.3719482421875, 35.48858642578125, 3.652876138687134, 11.091111183166504, -13.782881736755371, 0.6940962672233582, 0.07809008657932281, -1.866029977798462, -3.102890968322754, -6.02467155456543, -0.44204434752464294, -0.4894199073314667, -3.2409088611602783, -4.131772994995117, -1.7660325765609741, -2.1698598861694336, -3.8116817474365234, -5.719182968139648, -1.5051751136779785, -2.511354684829712]","[118.78791046142578, 51.277549743652344, 21.29203987121582, 25.270082473754883, 31.703752517700195, 14.548574447631836, 12.6864595413208, 13.473750114440918, 11.373180389404297, 13.376702308654785, 8.988411903381348, 6.007265567779541, 8.506341934204102, 6.641580581665039, 5.480441093444824, 6.096305847167969, 5.860245227813721, 9.948240280151367, 5.470879077911377, 4.4179205894470215]",neutral
"[-498.074951171875, 113.58135986328125, 14.296487808227539, 30.85784149169922, -24.695348739624023, 31.754379272460938, -17.188825607299805, 17.39299201965332, -12.70352554321289, 6.480693340301514, -2.53444504737854, 2.906294345855713, 6.074278354644775, -6.449397563934326, 14.069045066833496, -8.422627449035645, 9.840516090393066, -3.1947073936462402, 5.167450904846191, -5.379514694213867]","[70.23168182373047, 34.714256286621094, 10.8867826461792, 20.16580581665039, 25.958446502685547, 16.082666397094727, 10.858195304870605, 6.701913356781006, 10.832060813903809, 8.612555503845215, 10.943784713745117, 6.092904567718506, 7.023377418518066, 3.8478968143463135, 4.839703559875488, 10.43181037902832, 6.446694850921631, 8.17306900024414, 5.036875247955322, 8.918874740600586]",neutral
"[-411.843994140625, 120.28418731689453, -44.93661117553711, 45.88043212890625, -22.428531646728516, 27.655012130737305, -15.889198303222656, 12.583961486816406, -5.588543891906738, 3.905590534210205, 1.0660829544067383, -3.216369867324829, 9.150182723999023, -3.257448196411133, 13.937531471252441, -1.8068647384643555, 11.404760360717773, -0.6646937727928162, 4.038485050201416, -1.0768506526947021]","[25.001049041748047, 22.97311782836914, 12.4177827835083, 11.6327486038208, 11.539911270141602, 9.240585327148438, 8.11607551574707, 8.676351547241211, 6.285018444061279, 6.9538092613220215, 5.135540008544922, 6.494011878967285, 7.153045177459717, 5.661520004272461, 5.872732639312744, 8.682912826538086, 7.828699588775635, 8.367706298828125, 8.21400260925293, 7.580249786376953]",sad
"[-372.2980041503906, 143.91587829589844, -18.449302673339844, 14.863884925842285, -16.641326904296875, 19.72868537902832, 9.959624290466309, 12.511617660522461, -1.3618525266647339, 4.640307903289795, 8.58228588104248, 0.04541874676942825, 0.6067993640899658, -7.021383762359619, 9.680971145629883, -2.4460718631744385, -0.402439147233963, -3.140995979309082, -3.6303672790527344, 3.3641855716705322]","[56.47296142578125, 26.329113006591797, 17.989782333374023, 20.630033493041992, 24.58122444152832, 9.94977855682373, 12.579232215881348, 13.799857139587402, 12.184221267700195, 10.145023345947266, 10.238906860351562, 5.986522197723389, 8.859833717346191, 11.057175636291504, 7.356485843658447, 10.128870964050293, 6.806089401245117, 5.993215084075928, 6.517592430114746, 6.027602672576904]",sad
"[-485.599365234375, 79.43279266357422, -9.736038208007812, 35.91667556762695, -28.28207015991211, 28.369367599487305, -34.86368179321289, 25.88262367248535, -5.046540260314941, -1.4279985427856445, 3.8847222328186035, -5.637200355529785, 5.309085845947266, -2.831223726272583, 9.336633682250977, -8.762958526611328, 8.917946815490723, -5.523859977722168, 6.9085493087768555, 0.7642196416854858]","[95.96106719970703, 36.934593200683594, 19.91753578186035, 20.945451736450195, 20.38983726501465, 16.35917091369629, 19.46354103088379, 12.015107154846191, 16.741199493408203, 11.200089454650879, 9.486673355102539, 12.32040023803711, 9.101409912109375, 7.955115795135498, 8.069515228271484, 10.2413969039917, 8.365072250366211, 9.837072372436523, 10.846251487731934, 11.56708812713623]",neutral
"[-560.373291015625, 86.64544677734375, 15.36624526977539, 21.23883819580078, 3.1251935958862305, 24.65663719177246, -7.486679553985596, 16.16640853881836, -2.392549753189087, 2.0935380458831787, -2.663565158843994, -1.6333611011505127, 4.8866448402404785, 1.6470496654510498, 10.704524040222168, -0.48683956265449524, 7.2725138664245605, -2.4885668754577637, 4.442346096038818, -3.0818538665771484]","[94.25238037109375, 39.918418884277344, 20.862850189208984, 17.46331214904785, 17.94991683959961, 15.301777839660645, 24.4659366607666, 12.437005996704102, 15.022311210632324, 10.938526153564453, 11.28686237335205, 7.461008548736572, 7.669742107391357, 5.973515033721924, 6.961295127868652, 8.365208625793457, 6.234614372253418, 7.702452182769775, 5.619104862213135, 8.455856323242188]",sad
"[-430.026123046875, 84.05998992919922, 3.6607556343078613, -13.506805419921875, -31.9345703125, -21.18663215637207, -22.965225219726562, -7.183475971221924, -12.178600311279297, -9.131091117858887, -6.111499786376953, -8.823609352111816, -3.892098903656006, -1.4142388105392456, 3.0099411010742188, -0.28948286175727844, 2.822111129760742, -2.79010009765625, -0.8846466541290283, 0.06958921998739243]","[99.57649230957031, 31.04467010498047, 26.86039924621582, 20.644866943359375, 16.776037216186523, 12.648072242736816, 15.404071807861328, 9.760564804077148, 10.82260513305664, 8.788399696350098, 6.692076206207275, 9.863382339477539, 6.909749984741211, 7.52524471282959, 5.748464107513428, 9.887208938598633, 5.628778457641602, 7.612967491149902, 5.568736553192139, 5.398416042327881]",neutral
"[-509.4543151855469, 81.19255065917969, -5.909907341003418, 25.8092041015625, 7.634978771209717, -2.663853406906128, -6.435176372528076, -5.540891647338867, -2.6222023963928223, -7.1585774421691895, -6.444338321685791, -3.865086078643799, -7.418454170227051, -4.806201934814453, -2.2622852325439453, -6.228776454925537, -5.851373672485352, -8.822933197021484, -5.101211071014404, -7.346176624298096]","[131.84317016601562, 61.73806381225586, 29.529064178466797, 30.131275177001953, 11.899005889892578, 16.272401809692383, 14.644169807434082, 11.179500579833984, 9.148143768310547, 11.039697647094727, 8.686493873596191, 7.266865253448486, 9.74843692779541, 5.259891986846924, 5.628188610076904, 6.304947853088379, 6.391089916229248, 7.035966873168945, 4.453568458557129, 6.464989185333252]",neutral
"[-437.8740539550781, 94.76598358154297, -5.784439563751221, 32.28316116333008, -26.963729858398438, 25.92928695678711, -17.698429107666016, -2.263374090194702, -19.45814323425293, -1.5274908542633057, -19.476539611816406, -4.495438575744629, -2.596670150756836, -15.28842544555664, 4.239193439483643, -18.618181228637695, 1.3637176752090454, -18.23078727722168, -5.802449703216553, -11.833901405334473]","[96.19038391113281, 36.649253845214844, 26.075870513916016, 22.60577392578125, 30.85800552368164, 18.29279327392578, 16.797779083251953, 13.662542343139648, 14.549633026123047, 9.328229904174805, 11.8955078125, 9.858906745910645, 7.374324798583984, 7.018203258514404, 8.768426895141602, 8.737515449523926, 9.20465087890625, 8.11814022064209, 5.489727973937988, 6.987378120422363]",neutral
"[-310.0125732421875, 90.59598541259766, -9.139259338378906, 42.17673110961914, -13.247861862182617, 11.424629211425781, -30.013822555541992, -2.675524950027466, -28.58605194091797, -6.819762229919434, -11.402994155883789, -9.059103965759277, -1.1536197662353516, -7.8277974128723145, 9.215520858764648, -12.618431091308594, 2.92031192779541, -6.167329788208008, 1.281267523765564, -11.142733573913574]","[86.69788360595703, 32.65009689331055, 22.676111221313477, 25.75150489807129, 15.702415466308594, 15.202888488769531, 11.52413558959961, 12.522411346435547, 10.425538063049316, 11.171271324157715, 9.932928085327148, 8.623419761657715, 8.206047058105469, 9.490168571472168, 7.000760555267334, 8.462172508239746, 6.600362300872803, 8.58960247039795, 5.441359519958496, 8.221013069152832]",neutral
"[-412.2184143066406, 62.43680191040039, 22.028072357177734, 27.182369232177734, 0.9715188145637512, 10.263145446777344, -5.983923435211182, 0.504388689994812, -4.079814434051514, -2.1638810634613037, -2.390514850616455, -4.068380355834961, -0.45724889636039734, -2.453141689300537, 0.5396147966384888, -9.144774436950684, -7.12616491317749, -9.616904258728027, -3.9371726512908936, -2.087629795074463]","[113.54903411865234, 19.74008560180664, 35.46579360961914, 16.435758590698242, 21.21520233154297, 10.834559440612793, 18.651811599731445, 9.27074146270752, 12.790624618530273, 9.703880310058594, 7.976921558380127, 9.71572494506836, 5.69194221496582, 6.188109874725342, 6.447226524353027, 8.967918395996094, 5.7310357093811035, 8.87051010131836, 4.471704006195068, 4.321828842163086]",angry
"[-459.3675537109375, 120.60753631591797, -2.6315231323242188, 56.2270622253418, -27.03618049621582, 26.84809112548828, -17.540821075439453, 14.186737060546875, -9.268099784851074, 7.96783971786499, -0.8109727501869202, -3.455259323120117, 6.1935133934021, -6.920990467071533, 12.770731925964355, -6.707310676574707, 11.951327323913574, -0.6925285458564758, 8.65806770324707, 0.5477222800254822]","[41.16665267944336, 27.365291595458984, 9.15195083618164, 19.56620216369629, 16.191274642944336, 14.538835525512695, 10.570298194885254, 9.2910737991333, 8.807680130004883, 8.321784019470215, 5.600553035736084, 5.981149196624756, 6.621120929718018, 6.2529520988464355, 5.254576683044434, 7.098015785217285, 7.8442535400390625, 10.46496295928955, 8.80286979675293, 6.292963027954102]",sad
"[-614.5711059570312, 63.86515808105469, 6.2758097648620605, 25.236770629882812, -4.598840713500977, 23.04900550842285, -14.547436714172363, 4.602014064788818, -6.14238977432251, 2.320828676223755, -3.135265350341797, 5.0655293464660645, 4.643977642059326, -7.261691093444824, 9.421833992004395, -6.3924431800842285, 4.01902961730957, -3.9533944129943848, -0.9406918883323669, 0.8655422329902649]","[112.51603698730469, 36.38176727294922, 36.19994354248047, 16.730300903320312, 20.638322830200195, 18.440061569213867, 21.34592056274414, 14.839027404785156, 10.368846893310547, 11.759629249572754, 11.30322265625, 9.152466773986816, 8.635151863098145, 10.385382652282715, 5.858402729034424, 9.350946426391602, 7.125461578369141, 8.705204010009766, 7.186916351318359, 6.683560848236084]",neutral
"[-548.7843627929688, 104.27672576904297, -0.19549795985221863, 47.99201202392578, -6.867823123931885, 5.40123987197876, -7.051644802093506, -6.512732028961182, -2.6274850368499756, -0.5652114748954773, -0.0779937282204628, 2.4741342067718506, 4.9081645011901855, -6.381602764129639, -0.594635009765625, -3.1506011486053467, 3.655673027038574, -2.57975697517395, -4.723308563232422, -4.4086480140686035]","[93.2080078125, 39.06855392456055, 23.89971351623535, 19.17623519897461, 18.256389617919922, 11.369942665100098, 15.968637466430664, 9.62876033782959, 7.444882392883301, 6.514901161193848, 7.067503929138184, 6.126217842102051, 5.849071979522705, 6.389873504638672, 6.196288108825684, 7.094301223754883, 4.494704723358154, 3.702518939971924, 4.237058639526367, 3.6800594329833984]",neutral
"[-606.2081298828125, 20.681255340576172, 11.365044593811035, 26.02511215209961, -32.92391586303711, -0.4282045066356659, -27.11324691772461, 10.936416625976562, -34.891624450683594, -6.166669845581055, -10.540897369384766, -11.441574096679688, 2.6914992332458496, -9.018929481506348, 8.519140243530273, -8.011653900146484, 7.217854976654053, -8.320140838623047, 7.9162821769714355, -0.5473434329032898]","[127.42317962646484, 60.704994201660156, 34.687583923339844, 36.55288314819336, 40.97563934326172, 27.829938888549805, 23.85500144958496, 16.527952194213867, 27.914121627807617, 19.851688385009766, 13.462480545043945, 14.804460525512695, 12.395540237426758, 10.071281433105469, 11.628331184387207, 8.758956909179688, 10.46117115020752, 7.8697896003723145, 9.265830039978027, 6.852083683013916]",neutral
"[-554.381591796875, 91.20415496826172, 2.659574270248413, 11.515120506286621, -14.630703926086426, 7.496689319610596, -3.306208372116089, 7.1390061378479, 1.7184563875198364, -3.7904341220855713, 0.5366742610931396, -1.1935464143753052, 2.469180107116699, -2.7255187034606934, 0.8597175478935242, -3.7556538581848145, 0.8153554797172546, -2.8204586505889893, -1.7686333656311035, -0.007313858717679977]","[87.60862731933594, 33.90634536743164, 19.466777801513672, 17.86286735534668, 12.355308532714844, 7.518830299377441, 16.800657272338867, 7.749802589416504, 6.496014595031738, 12.186114311218262, 4.054006576538086, 4.541112899780273, 6.292078971862793, 4.751026630401611, 4.277311325073242, 5.475228786468506, 4.4505839347839355, 6.67985200881958, 4.321681499481201, 5.99984884262085]",neutral
"[-655.896240234375, 83.81658935546875, 11.661869049072266, 43.40903854370117, -10.532245635986328, 17.144062042236328, -13.894820213317871, 20.4114933013916, -16.20096206665039, 7.801198959350586, 4.288804531097412, 3.3615310192108154, 4.720715522766113, -2.3371529579162598, 10.577893257141113, -4.6660308837890625, 5.70540714263916, -10.590167045593262, 8.227617263793945, -6.349737644195557]","[91.05009460449219, 40.79877471923828, 19.14238166809082, 27.41219139099121, 18.304061889648438, 24.28935432434082, 9.89016342163086, 9.70676326751709, 13.07458209991455, 9.36928939819336, 7.8533406257629395, 5.317861080169678, 8.068650245666504, 5.196770191192627, 5.611108779907227, 5.210827827453613, 5.53612756729126, 6.0456862449646, 6.090126037597656, 5.610735893249512]",neutral
"[-631.0841674804688, 83.60850524902344, 3.844459056854248, 42.78498077392578, -15.788878440856934, 31.001220703125, -5.344821453094482, 19.98388671875, -5.688289165496826, 9.855379104614258, 8.372611045837402, -0.7955580353736877, 10.609082221984863, -6.1579365730285645, 9.550682067871094, -4.459579944610596, 7.364760398864746, -0.812860906124115, 3.644324541091919, 0.00020146106544416398]","[62.889686584472656, 36.23484420776367, 14.524469375610352, 15.592643737792969, 19.25837516784668, 11.27853775024414, 10.98285961151123, 9.34968376159668, 15.870429992675781, 8.961054801940918, 5.655551910400391, 7.953192234039307, 6.444882869720459, 8.312777519226074, 5.35756254196167, 6.154140472412109, 4.598899841308594, 4.098222255706787, 4.677011966705322, 4.936407089233398]",sad
"[-612.9869995117188, 86.22986602783203, 4.177926063537598, 38.396583557128906, -11.296961784362793, 34.097129821777344, -25.47355079650879, 15.554065704345703, -19.008134841918945, 6.435472011566162, -5.074731349945068, 0.02931138686835766, 13.599679946899414, -8.17490005493164, 14.850741386413574, -7.357739448547363, 10.609819412231445, -7.737379550933838, 4.21073055267334, -2.7971394062042236]","[85.0429458618164, 39.38748550415039, 21.18040657043457, 21.158329010009766, 18.961429595947266, 15.062302589416504, 20.0987606048584, 11.832935333251953, 6.853260040283203, 8.692075729370117, 10.180464744567871, 6.826751232147217, 5.6795196533203125, 9.17931842803955, 7.699172496795654, 6.770626544952393, 7.064849376678467, 6.986304759979248, 5.880046367645264, 6.977396488189697]",sad
"[-519.5540771484375, 92.64573669433594, 20.455406188964844, 32.77655029296875, 0.5449214577674866, 14.22441291809082, 7.727449893951416, 8.128235816955566, -0.22187548875808716, -1.1431602239608765, 9.267638206481934, 0.7428303360939026, 0.45816588401794434, -1.0673539638519287, 6.307354927062988, 2.5054478645324707, -0.3522126376628876, 2.8853445053100586, -0.028172003105282784, 0.83219975233078]","[115.28229522705078, 29.563461303710938, 27.901750564575195, 34.49108123779297, 19.111204147338867, 13.147451400756836, 17.695688247680664, 7.167112350463867, 9.558338165283203, 12.838213920593262, 6.714505195617676, 8.903022766113281, 6.513853549957275, 9.603784561157227, 5.350745677947998, 5.890491485595703, 8.688003540039062, 3.8908932209014893, 5.388050079345703, 4.978819370269775]",sad
"[-522.5791625976562, 91.39717102050781, 5.051064968109131, -0.7459462881088257, -11.03696346282959, -1.036855936050415, -12.464186668395996, 2.003035545349121, -16.258441925048828, -7.823108196258545, -8.644632339477539, -6.266887664794922, -9.862165451049805, -8.23538875579834, 3.6987662315368652, -9.183082580566406, 0.16241449117660522, -8.78371810913086, -1.7238622903823853, -4.184140682220459]","[74.6012191772461, 37.996517181396484, 15.897854804992676, 20.7271785736084, 13.65084457397461, 17.317461013793945, 16.184478759765625, 8.783794403076172, 14.3688325881958, 10.142487525939941, 9.616949081420898, 6.66352653503418, 8.931632995605469, 6.623659610748291, 5.571141719818115, 9.17541217803955, 5.486265182495117, 7.750141620635986, 5.702511787414551, 8.28818416595459]",sad
"[-544.8067016601562, 114.84601593017578, 20.23775863647461, 46.915870666503906, -18.343236923217773, 21.36641502380371, -16.978294372558594, 14.131423950195312, -0.7382863759994507, 7.303544521331787, 5.22755241394043, 3.1133339405059814, 13.218523025512695, -2.5784733295440674, 9.36436939239502, -1.007656455039978, 10.361032485961914, 0.5435948371887207, 6.908805847167969, 1.134629726409912]","[64.90087890625, 22.648059844970703, 12.235123634338379, 16.171566009521484, 13.973652839660645, 8.126875877380371, 10.524785041809082, 6.037578582763672, 5.615586280822754, 4.605569839477539, 8.01805305480957, 4.497891426086426, 5.821430683135986, 6.997529983520508, 4.043938636779785, 4.455605983734131, 5.585667610168457, 5.735108852386475, 4.587764263153076, 6.656036376953125]",neutral
"[-438.0925598144531, 106.24261474609375, -9.809915542602539, 27.142892837524414, -21.135560989379883, 14.888582229614258, -0.011504126712679863, -2.199220657348633, 2.688335418701172, -0.6613175868988037, 5.325774192810059, -4.412100791931152, 1.2792695760726929, 0.7982212901115417, -0.8211917281150818, -3.531036853790283, -0.9874827265739441, -3.1745567321777344, -1.4178928136825562, -3.2655231952667236]","[92.0113754272461, 47.394290924072266, 22.4792537689209, 21.81884765625, 32.80990219116211, 22.518482208251953, 16.518760681152344, 10.513242721557617, 12.357259750366211, 8.615123748779297, 8.2597074508667, 11.037700653076172, 6.638314247131348, 7.1235175132751465, 8.141779899597168, 7.836504936218262, 5.262829303741455, 6.579705715179443, 4.696299076080322, 6.579434394836426]",neutral
"[-412.9149475097656, 102.56712341308594, 18.077491760253906, 35.51502227783203, -6.326045036315918, 0.7971618175506592, -6.368276596069336, 8.186660766601562, 3.2626192569732666, 0.04934573173522949, 1.1627459526062012, -1.5476515293121338, 1.4518879652023315, -1.2452365159988403, 1.3131742477416992, -6.221029281616211, -0.9611330032348633, -1.1508302688598633, -3.225459098815918, -2.0397191047668457]","[102.00652313232422, 39.47942352294922, 21.134498596191406, 23.72587776184082, 29.05423927307129, 20.051786422729492, 17.964073181152344, 9.525579452514648, 11.157914161682129, 10.423221588134766, 8.176420211791992, 8.764439582824707, 8.054180145263672, 7.178455829620361, 8.271905899047852, 9.492602348327637, 7.346569061279297, 7.328970909118652, 7.891139507293701, 6.239367961883545]",neutral
"[-431.91229248046875, 105.46142578125, -1.997342586517334, 34.44746398925781, -7.468729019165039, 9.148906707763672, -5.892175197601318, 5.498972415924072, 3.8484175205230713, -2.259474754333496, 0.9896926283836365, -3.7355434894561768, -1.0105663537979126, -1.5582139492034912, 1.042709469795227, -3.4937992095947266, 0.3575046956539154, -4.319015026092529, -2.829376697540283, -2.8211207389831543]","[84.54715728759766, 35.26157760620117, 20.216299057006836, 27.816936492919922, 22.52584457397461, 16.050106048583984, 16.63308334350586, 9.214059829711914, 8.742532730102539, 9.531164169311523, 7.368999004364014, 7.501197814941406, 7.744600296020508, 6.7896318435668945, 8.595561027526855, 8.485822677612305, 6.1175055503845215, 5.439267158508301, 5.772755146026611, 6.638063430786133]",sad
"[-417.5372009277344, 135.3284149169922, -8.015929222106934, 24.411684036254883, 6.2784104347229, 22.018911361694336, -3.0325920581817627, 2.2545371055603027, -0.2329285442829132, -2.6971423625946045, -2.73233962059021, 0.5621705055236816, 2.775575876235962, -7.434250831604004, 5.584937572479248, 0.519295871257782, -1.1769503355026245, 1.02043879032135, 1.979298710823059, -2.6202194690704346]","[101.2518310546875, 59.304832458496094, 26.442914962768555, 19.359821319580078, 22.437437057495117, 18.32449722290039, 18.737150192260742, 12.643388748168945, 10.271169662475586, 9.00253963470459, 12.06688404083252, 9.677634239196777, 6.236989974975586, 9.378401756286621, 9.849725723266602, 7.484022617340088, 8.43188762664795, 6.133574962615967, 5.9539618492126465, 5.923322677612305]",neutral
